Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Sri Lanka,LKA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,222429992.675781,265959991.455078,249880004.882813,525909973.144531,408350006.103516,1039760009.76563,685010009.765625,433380004.882813,548020019.53125,465760009.765625,558590026.855469,612640014.648438,490850006.103516,403170013.427734,491630004.882813,445010009.765625,373470001.220703,316170013.427734,-247279998.779297,191699996.948242,218160003.662109,154110000.610352,11050000.1907349,..,..
St. Kitts and Nevis,KNA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3990000.00953674,10130000.1144409,28100000.3814697,90000.0035762787,-79999.9982118607,2609999.89509583,5230000.01907349,3480000.01907349,46900001.5258789,3250000,11479999.5422363,15760000.2288818,21739999.7711182,30049999.2370605,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,11090000.1525879,16329999.9237061,33290000.9155273,15560000.4196167,-21670000.0762939,10680000.3051758,18639999.3896484,15670000.0762939,15630000.1144409,38580001.8310547,41150001.5258789,35290000.9155273,26799999.2370605,25360000.6103516,19370000.8392334,13760000.2288818,15229999.5422363,15380000.1144409,8560000.4196167,32110000.6103516,98180000.3051758,99949996.9482422,33409999.8474121,..,..
St. Martin (French part),MAF,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,6300000.19073486,8119999.88555908,4570000.17166138,6269999.98092651,10579999.9237061,7860000.1335144,4800000.19073486,64180000.3051758,25530000.6866455,27889999.3896484,16850000.3814697,17760000.2288818,8310000.4196167,8520000.45776367,9890000.34332275,13500000,9119999.88555908,11859999.6566772,18149999.6185303,84480003.3569336,76139999.3896484,126319999.694824,15489999.7711182,..,..
Sub-Saharan Africa,SSF,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,13057700087.5473,14288190022.4686,19048810117.7216,24879359923.3627,26488490002.6321,32838650146.4844,41197029866.2186,36172450304.0314,40255199884.4147,44309030176.1627,44362909770.9656,47332209726.3336,46763630057.3349,47703150197.0291,46459720042.7055,44772349948.4062,44315230124.4736,49572019846.4394,50894390280.2467,53080099622.7264,66890549784.6603,62285599987.9837,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,13012830086.7081,14261540022.85,18970730117.7979,24849039922.7142,26448710002.8992,32783320144.6533,41157109867.0959,36135010303.4973,40215629882.8125,44254090175.6287,44223909770.9656,47284939727.7832,46714430057.5256,47671100196.8384,46447200042.7246,44758079948.4253,44302510124.2065,49548889845.8481,50887670280.4565,53017349622.7264,66884599784.8511,62272819988.2507,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,12044180068.0161,13215850026.1307,17654770109.1766,23036909880.6381,24462639966.0111,30776150146.4844,38818849873.5428,33138530260.0861,36211529840.4694,39359079980.8503,40322719829.5593,42720539804.4586,41756770071.9834,43313180104.2557,40629400218.4868,40153349948.4062,38903390036.583,43796069895.2675,44514760153.2936,46512199720.3827,59734749735.8323,53978659997.7501,..,..,..
Sudan,SDN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,225289993.286133,192259994.506836,304929992.675781,620229980.46875,994580017.089844,1826109985.35156,2048439941.40625,2120590087.89063,2567659912.10938,2341100097.65625,2025849975.58594,1742400024.41406,1369130004.88281,1507329956.05469,874679992.675781,969700012.207031,809090026.855469,862409973.144531,967559997.558594,1535430053.71094,2349330078.125,3821500000,1558410034.17969,..,..
Suriname,SUR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,34830001.8310547,23750000,12329999.9237061,11140000.3433228,24799999.2370605,42880001.0681152,63029998.7792969,150309997.558594,100019996.643066,154520004.272461,100809997.558594,76330001.8310547,40349998.4741211,30819999.6948242,13390000.3433228,15979999.5422363,16530000.6866455,20129999.1607666,14180000.3051758,23469999.3133545,27190000.5340576,28780000.6866455,54779998.7792969,..,..
Sweden,SWE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,159759994.506836,153679992.675781,62819999.6948242,118389999.389648,106510002.13623,71099998.4741211,19920000.0762939,85660003.6621094,159199996.948242,121669998.168945,131059997.558594,335519989.013672,1671550048.82813,3637699951.17188,4174310058.59375,4920470214.84375,8899740234.375,10415780273.4375,9990870117.1875,10124990234.375,10035040039.0625,9690519531.25,8277419921.875,..,..
Tajikistan,TJK,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,111769996.643066,162639999.389648,154699996.948242,133300003.051758,228919998.168945,226369995.117188,206809997.558594,157720001.220703,205630004.882813,251770004.272461,387950012.207031,282130004.882813,394230010.986328,390549987.792969,356459991.455078,432250000,359730010.986328,328190002.441406,403750000,361670013.427734,714390014.648438,556090026.855469,589000000,..,..
Tanzania,TZA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1064250000,1274900024.41406,1260430053.71094,1725760009.76563,1774199951.17188,1492449951.17188,1887650024.41406,2314260009.76563,1909569946.28906,2300419921.875,2960310058.59375,2441830078.125,2822229980.46875,3433239990.23438,2650520019.53125,2584709960.9375,2317889892.57813,2585600097.65625,2455199951.17188,2125929931.64063,2277000000,2618050048.82813,2661899902.34375,..,..
Thailand,THA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,700669982.910156,284350006.103516,297799987.792969,-938590026.855469,51860000.6103516,-164580001.831055,-214169998.168945,-303850006.103516,-612140014.648438,-28149999.6185303,-20360000.6103516,-134119995.117188,-131369995.117188,28790000.9155273,354510009.765625,58669998.1689453,227779998.779297,250220001.220703,-419290008.544922,-351649993.896484,198039993.286133,132389999.389648,554000000,..,..
Timor-Leste,TLS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,231270004.272461,194169998.168945,219050003.051758,175029998.779297,161240005.493164,184619995.117188,209139999.389648,276709991.455078,266570007.324219,208589996.337891,289950012.207031,275720001.220703,283640014.648438,258570007.324219,249539993.286133,212289993.286133,223699996.948242,231960006.713867,207649993.896484,229899993.896484,249949996.948242,255339996.337891,223559997.558594,..,..
Togo,TGO,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,69629997.253418,46090000.1525879,51130001.0681152,50090000.1525879,65129997.253418,82610000.6103516,79830001.8310547,122489997.86377,282570007.324219,487420013.427734,403380004.882813,542380004.882813,245080001.831055,226320007.324219,210940002.441406,199470001.220703,168250000,344940002.441406,336690002.441406,403739990.234375,561479980.46875,350790008.544922,429570007.324219,..,..
Tonga,TON,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,16420000.0762939,20639999.3896484,18010000.2288818,22260000.2288818,20309999.4659424,32889999.3896484,22559999.4659424,27670000.0762939,25059999.4659424,35180000.3051758,66319999.6948242,88559997.5585938,78180000.3051758,81089996.3378906,80330001.8310547,68400001.5258789,82610000.6103516,87230003.3569336,97449996.9482422,107949996.948242,162979995.727539,113069999.694824,295049987.792969,..,..
Trinidad and Tobago,TTO,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-1559999.94277954,-6179999.82833862,-9430000.30517578,-3140000.10490417,-1519999.98092651,-2410000.08583069,12289999.961853,20469999.3133545,9289999.96185303,6699999.80926514,4340000.15258789,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,222839996.337891,366220001.220703,217350006.103516,301670013.427734,333690002.441406,368350006.103516,436850006.103516,328609985.351563,380869995.117188,497929992.675781,550150024.414063,925229980.46875,1022130004.88281,714659973.144531,922700012.207031,495869995.117188,646820007.324219,811890014.648438,806799987.792969,979090026.855469,975140014.648438,1093560058.59375,1212290039.0625,..,..
Turkiye,TUR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,328570007.324219,133259994.506836,273440002.441406,167639999.389648,288880004.882813,399329986.572266,569260009.765625,801539978.027344,1123359985.35156,1356969970.70313,1049589965.82031,3288270019.53125,3112169921.875,2847840087.89063,3446770019.53125,2141260009.76563,3609090087.89063,3159280029.29688,1195930053.71094,700299987.792969,542299987.792969,1059540039.0625,800270019.53125,..,..
Turkmenistan,TKM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,35529998.7792969,74930000.3051758,44110000.6103516,28840000.1525879,54040000.9155273,29049999.2370605,41110000.6103516,28770000.4577637,18120000.8392334,40639999.3896484,43799999.2370605,40819999.6948242,37659999.8474121,35909999.8474121,34479999.5422363,22950000.7629395,32229999.5422363,28139999.3896484,20459999.0844727,25329999.9237061,34099998.4741211,28709999.0844727,15090000.1525879,..,..
Turks and Caicos Islands,TCA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,6650000.09536743,6670000.07629395,4099999.90463257,2200000.04768372,3150000.09536743,5199999.80926514,-419999.986886978,15390000.3433228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,4030000.20980835,8340000.15258789,11710000.038147,6179999.82833862,8020000.45776367,9020000.45776367,14229999.5422363,10689999.5803833,15750000,15930000.3051758,13909999.8474121,37250000,25479999.5422363,27590000.1525879,34299999.2370605,49650001.5258789,24440000.5340576,28530000.6866455,27370000.8392334,36479999.5422363,43060001.373291,36009998.3215332,63560001.373291,..,..
Uganda,UGA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,855929992.675781,828940002.441406,732979980.46875,1003710021.97266,1222239990.23438,1195329956.05469,1589229980.46875,1364069946.28906,1463030029.29688,1391099975.58594,1690140014.64844,1572920043.94531,1642500000,1697089965.82031,1633680053.71094,1638160034.17969,1762599975.58594,2011810058.59375,1945589965.82031,2029569946.28906,3086120117.1875,2564060058.59375,2113840087.89063,..,..
Ukraine,UKR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,543320007.324219,514830017.089844,476209991.455078,328359985.351563,376390014.648438,404100006.103516,484630004.882813,420980010.986328,617349975.585938,654719970.703125,656650024.414063,777929992.675781,772059997.558594,790739990.234375,1403819946.28906,1449349975.58594,1523319946.28906,1180660034.17969,1223209960.9375,1119680053.71094,2337570068.35938,2214540039.0625,28732429687.5,..,..
United Arab Emirates,ARE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3200000.04768372,2369999.88555908,3829999.92370605,4960000.03814697,5360000.1335144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,11298310038.0898,10579120208.7402,12439719899.1776,13365759844.78,16736559878.3493,32112399751.4248,19851690330.0285,20255439785.9573,23289350320.816,16827390094.7571,14203430052.7573,18696229971.8857,16401289959.9075,15674250101.0895,17717290086.2694,15880230107.6651,19752910103.7979,18170449910.0447,16320120145.3209,14238110007.5245,20389460029.1252,19375850252.1515,..,..,..
Uruguay,URY,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,21549999.2370605,16420000.0762939,16209999.0844727,17270000.4577637,24479999.5422363,18340000.1525879,24600000.3814697,37040000.9155273,32860000.6103516,50729999.5422363,45909999.8474121,18229999.5422363,17360000.6103516,36520000.4577637,91569999.6948242,23180000.3051758,18250000,41639999.3896484,..,..,..,779999.971389771,..,..,..
Uzbekistan,UZB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,185240005.493164,149630004.882813,183419998.168945,192100006.103516,243149993.896484,169070007.324219,149610000.610352,151800003.051758,166529998.779297,143490005.493164,198139999.389648,143779998.779297,255910003.662109,295160003.662109,324670013.427734,451000000,511049987.792969,639140014.648438,1058079956.05469,1152729980.46875,1462290039.0625,1161939941.40625,1591819946.28906,..,..
Vanuatu,VUT,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,35490001.6784668,29049999.2370605,27290000.9155273,33009998.3215332,38599998.4741211,40299999.2370605,49590000.1525879,57979999.5422363,93540000.9155273,101540000.915527,109470001.220703,92889999.3896484,101940002.441406,91339996.3378906,100410003.662109,186559997.558594,129130004.882813,132699996.948242,130940002.441406,130600006.103516,154039993.286133,166899993.896484,125059997.558594,..,..
"Venezuela, RB",VEN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,78139999.3896484,45020000.4577637,57590000.1525879,82419998.1689453,46669998.1689453,48799999.2370605,57250000,73019996.6430664,60060001.373291,59049999.2370605,53110000.6103516,48990001.6784668,50790000.9155273,37830001.8310547,43130001.0681152,36590000.1525879,43419998.1689453,86839996.3378906,149080001.831055,259859985.351563,331779998.779297,273149993.896484,272250000,..,..
Viet Nam,VNM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1485270019.53125,1256020019.53125,1064170043.94531,1533939941.40625,1657989990.23438,1693479980.46875,1690099975.58594,1621579956.05469,1760189941.40625,2160600097.65625,2769860107.42188,3332000000,4113310058.59375,4085600097.65625,4215620117.1875,3167389892.57813,2906070068.35938,2407489990.23438,1644829956.05469,1088040039.0625,1171109985.35156,526520019.53125,48919998.1689453,..,..
Virgin Islands (U.S.),VIR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,684500000,997590026.855469,971609985.351563,1041839965.82031,1160839965.82031,1015710021.97266,1360250000,1717109985.35156,2470080078.125,2596840087.89063,2512560058.59375,2434739990.23438,2006099975.58594,2602330078.125,2487840087.89063,1872209960.9375,2401659912.10938,2147179931.64063,2296149902.34375,2295709960.9375,2033420043.94531,2160290039.0625,2236189941.40625,..,..
World,WLD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,55272089355.4688,56519789550.7813,66192429687.5,76596152832.0313,86919079101.5625,107045023437.5,105507023437.5,106628515625,124654601562.5,124400054687.5,128403171875,139265859375,133352765625,150954843750,161302390625,146601921875,158584515625,164784265625,167107515625,162827437500,193242437500,202111656250,..,..,..
"Yemen, Rep.",YEM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,312799987.792969,371829986.572266,216500000,244059997.558594,266510009.765625,296000000,287809997.558594,154970001.220703,330040008.544922,353290008.544922,667080017.089844,477549987.792969,711820007.324219,1039630004.88281,1163439941.40625,1778410034.17969,2301110107.42188,3234010009.76563,7985350097.65625,3758929931.64063,2548280029.29688,3889739990.23438,3636909912.10938,..,..
Zambia,ZMB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,794650024.414063,570840026.855469,810729980.46875,770450012.207031,1128449951.17188,1169050048.82813,1470270019.53125,936210021.972656,1056199951.17188,1228239990.23438,919320007.324219,1033469970.70313,957140014.648438,1145250000,997729980.46875,797679992.675781,966460021.972656,1040489990.23438,1000320007.32422,947840026.855469,1016099975.58594,1087640014.64844,1829949951.17188,..,..
Zimbabwe,ZWE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,175639999.389648,160210006.713867,199130004.882813,186919998.168945,187300003.051758,372940002.441406,278239990.234375,477459991.455078,612750000,736539978.027344,712530029.296875,722580017.089844,1001590026.85547,827539978.027344,760570007.324219,788289978.027344,654250000,725830017.089844,794559997.558594,844090026.855469,985049987.792969,985789978.027344,782289978.027344,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Short definition,Long definition,Source,Topic,Periodicity,Aggregation method,License URL
DT.ODA.ALLD.CD,CC BY-4.0,Net official development assistance and official aid received (current US$),"Net official development assistance is disbursement flows (net of repayment of principal) that meet the DAC definition of ODA and are made to countries and territories on the DAC list of aid recipients. Net official aid refers to aid flows (net of repayments) from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. Data are in current U.S. dollars.","Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent). Net official aid refers to aid flows (net of repayments) from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. Data are in current U.S. dollars.","Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://data-explorer.oecd.org/.",Economic Policy & Debt: Official development assistance,Annual,Sum,https://datacatalog.worldbank.org/public-licenses#cc-by
